task,harness,model,prompt,run,status,start,end,duration_s,outdir
actionlint-action-pinning-lint,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786540407.396,1786540838.801,431.4,k3-low__actionlint-action-pinning-lint__run1
actionlint-action-pinning-lint,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786540528.604,1786540883.049,354.4,k3-low__actionlint-action-pinning-lint__run2
abs-stepped-slices,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786540110.922,1786540920.365,809.4,k3__abs-stepped-slices__run4
actionlint-action-pinning-lint,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786540461.596,1786541007.962,546.4,k3-high__actionlint-action-pinning-lint__run2
actionlint-action-pinning-lint,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786540394.849,1786541009.942,615.1,k3-high__actionlint-action-pinning-lint__run1
actionlint-action-pinning-lint,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786540779.366,1786541096.799,317.4,k3-low__actionlint-action-pinning-lint__run3
actionlint-action-pinning-lint,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786540920.377,1786541174.843,254.5,k3-low__actionlint-action-pinning-lint__run4
actionlint-action-pinning-lint,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786540365.534,1786541175.128,809.6,k3__actionlint-action-pinning-lint__run1
actionlint-action-pinning-lint,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786540689.117,1786541238.593,549.5,k3-high__actionlint-action-pinning-lint__run3
actionlint-action-pinning-lint,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786540545.462,1786541413.435,868.0,k3__actionlint-action-pinning-lint__run3
actionlint-action-pinning-lint,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786540461.305,1786541431.835,970.5,k3__actionlint-action-pinning-lint__run2
actionlint-action-pinning-lint,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786540883.055,1786541572.825,689.8,k3-high__actionlint-action-pinning-lint__run4
adaptix-name-mapping-aliases,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786541096.805,1786541833.267,736.5,k3-low__adaptix-name-mapping-aliases__run1
adaptix-name-mapping-aliases,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786541238.603,1786541941.645,703.0,k3-low__adaptix-name-mapping-aliases__run2
adaptix-name-mapping-aliases,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786541009.951,1786541949.353,939.4,k3-high__adaptix-name-mapping-aliases__run1
actionlint-action-pinning-lint,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786540838.809,1786542024.980,1186.2,k3__actionlint-action-pinning-lint__run4
adaptix-name-mapping-aliases,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786541572.835,1786542230.428,657.6,k3-low__adaptix-name-mapping-aliases__run3
adaptix-name-mapping-aliases,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786541175.139,1786542448.581,1273.4,k3-high__adaptix-name-mapping-aliases__run2
adaptix-name-mapping-aliases,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786541174.848,1786542516.659,1341.8,k3__adaptix-name-mapping-aliases__run2
aiomonitor-task-snapshots-diff,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786542024.993,1786542561.549,536.6,k3__aiomonitor-task-snapshots-diff__run1
aiomonitor-task-snapshots-diff,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786542230.438,1786542592.232,361.8,k3-high__aiomonitor-task-snapshots-diff__run1
adaptix-name-mapping-aliases,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786541949.364,1786542666.038,716.7,k3-low__adaptix-name-mapping-aliases__run4
aiomonitor-task-snapshots-diff,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786542448.593,1786542690.120,241.5,k3-low__aiomonitor-task-snapshots-diff__run1
adaptix-name-mapping-aliases,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786541431.846,1786542703.694,1271.8,k3-high__adaptix-name-mapping-aliases__run3
adaptix-name-mapping-aliases,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786541941.654,1786542723.934,782.3,k3-high__adaptix-name-mapping-aliases__run4
aiomonitor-task-snapshots-diff,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786542592.240,1786542798.527,206.3,k3-low__aiomonitor-task-snapshots-diff__run2
adaptix-name-mapping-aliases,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786541007.971,1786542812.144,1804.2,k3__adaptix-name-mapping-aliases__run1
adaptix-name-mapping-aliases,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786541413.446,1786542839.438,1426.0,k3__adaptix-name-mapping-aliases__run3
aiomonitor-task-snapshots-diff,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786542561.557,1786542935.474,373.9,k3-high__aiomonitor-task-snapshots-diff__run2
aiomonitor-task-snapshots-diff,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786542703.713,1786542957.962,254.2,k3-low__aiomonitor-task-snapshots-diff__run3
aiomonitor-task-snapshots-diff,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786542690.127,1786543006.136,316.0,k3-high__aiomonitor-task-snapshots-diff__run3
aiomonitor-task-snapshots-diff,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786542812.160,1786543041.286,229.1,k3-low__aiomonitor-task-snapshots-diff__run4
aiomonitor-task-snapshots-diff,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786542516.674,1786543064.547,547.9,k3__aiomonitor-task-snapshots-diff__run2
aiomonitor-task-snapshots-diff,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786542798.533,1786543135.945,337.4,k3-high__aiomonitor-task-snapshots-diff__run4
aiomonitor-task-snapshots-diff,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786542723.944,1786543136.374,412.4,k3__aiomonitor-task-snapshots-diff__run4
anko-default-function-arguments,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786542957.969,1786543297.498,339.5,k3-low__anko-default-function-arguments__run1
aiomonitor-task-snapshots-diff,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786542666.049,1786543304.815,638.8,k3__aiomonitor-task-snapshots-diff__run3
adaptix-name-mapping-aliases,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786541833.276,1786543490.975,1657.7,k3__adaptix-name-mapping-aliases__run4
anko-default-function-arguments,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786542935.482,1786543734.919,799.4,k3-high__anko-default-function-arguments__run1
anko-default-function-arguments,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786543041.292,1786543744.761,703.5,k3-high__anko-default-function-arguments__run2
anko-default-function-arguments,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786543064.558,1786543835.900,771.3,k3-low__anko-default-function-arguments__run2
anko-default-function-arguments,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786543297.504,1786543889.520,592.0,k3-low__anko-default-function-arguments__run3
anko-default-function-arguments,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786543006.143,1786543959.730,953.6,k3__anko-default-function-arguments__run2
anko-default-function-arguments,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786543136.382,1786544022.043,885.7,k3-high__anko-default-function-arguments__run3
anko-default-function-arguments,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786542839.453,1786544083.083,1243.6,k3__anko-default-function-arguments__run1
anko-default-function-arguments,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786543135.952,1786544129.687,993.7,k3__anko-default-function-arguments__run3
anko-typed-variable-bindings,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786543889.528,1786544139.873,250.3,k3-low__anko-typed-variable-bindings__run1
anko-typed-variable-bindings,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786543835.909,1786544184.733,348.8,k3-high__anko-typed-variable-bindings__run1
anko-default-function-arguments,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786543734.928,1786544218.911,484.0,k3-low__anko-default-function-arguments__run4
anko-typed-variable-bindings,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786544083.096,1786544327.680,244.6,k3-low__anko-typed-variable-bindings__run2
anko-typed-variable-bindings,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786543744.769,1786544343.030,598.3,k3__anko-typed-variable-bindings__run1
anko-typed-variable-bindings,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786543959.743,1786544436.978,477.2,k3__anko-typed-variable-bindings__run2
anko-typed-variable-bindings,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786544184.739,1786544464.203,279.5,k3-low__anko-typed-variable-bindings__run3
anko-typed-variable-bindings,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786544022.051,1786544468.799,446.7,k3-high__anko-typed-variable-bindings__run2
anko-default-function-arguments,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786543490.992,1786544497.923,1006.9,k3-high__anko-default-function-arguments__run4
anko-typed-variable-bindings,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786544139.880,1786544501.206,361.3,k3-high__anko-typed-variable-bindings__run3
anko-default-function-arguments,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786543304.824,1786544611.632,1306.8,k3__anko-default-function-arguments__run4
anko-typed-variable-bindings,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786544343.039,1786544612.172,269.1,k3-low__anko-typed-variable-bindings__run4
anko-typed-variable-bindings,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786544218.918,1786544666.444,447.5,k3__anko-typed-variable-bindings__run4
anko-typed-variable-bindings,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786544327.688,1786544679.774,352.1,k3-high__anko-typed-variable-bindings__run4
anko-typed-variable-bindings,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786544129.698,1786544706.677,577.0,k3__anko-typed-variable-bindings__run3
arcane-drift-detection-baselines,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786544464.212,1786545425.793,961.6,k3-high__arcane-drift-detection-baselines__run1
arcane-drift-detection-baselines,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786544611.650,1786545429.656,818.0,k3-low__arcane-drift-detection-baselines__run2
arcane-drift-detection-baselines,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786544468.812,1786545431.276,962.5,k3-low__arcane-drift-detection-baselines__run1
arcane-drift-detection-baselines,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786544501.213,1786545493.753,992.5,k3-high__arcane-drift-detection-baselines__run2
arcane-drift-detection-baselines,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786544679.784,1786545505.731,825.9,k3-low__arcane-drift-detection-baselines__run3
arcane-drift-detection-baselines,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786544497.932,1786545568.825,1070.9,k3__arcane-drift-detection-baselines__run2
arcane-drift-detection-baselines,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786544436.986,1786545615.551,1178.6,k3__arcane-drift-detection-baselines__run1
arcane-drift-detection-baselines,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786544706.686,1786545797.534,1090.8,k3__arcane-drift-detection-baselines__run4
arcane-drift-detection-baselines,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786544666.452,1786545931.412,1265.0,k3-high__arcane-drift-detection-baselines__run3
arcane-drift-detection-baselines,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786544612.178,1786546108.967,1496.8,k3__arcane-drift-detection-baselines__run3
arcane-drift-detection-baselines,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786545429.663,1786546199.499,769.8,k3-low__arcane-drift-detection-baselines__run4
arktype-json-schema-refs-dependencies,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786545505.739,1786546299.351,793.6,k3-low__arktype-json-schema-refs-dependencies__run1
arcane-drift-detection-baselines,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786545425.803,1786546491.799,1066.0,k3-high__arcane-drift-detection-baselines__run4
arktype-json-schema-refs-dependencies,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786545797.547,1786546570.420,772.9,k3-low__arktype-json-schema-refs-dependencies__run2
arktype-json-schema-refs-dependencies,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786546199.506,1786546894.102,694.6,k3-low__arktype-json-schema-refs-dependencies__run3
arktype-json-schema-refs-dependencies,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786545568.835,1786546943.697,1374.9,k3__arktype-json-schema-refs-dependencies__run2
arktype-json-schema-refs-dependencies,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786545493.762,1786547058.540,1564.8,k3-high__arktype-json-schema-refs-dependencies__run1
arktype-json-schema-refs-dependencies,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786545931.421,1786547096.774,1165.4,k3__arktype-json-schema-refs-dependencies__run3
arktype-json-schema-refs-dependencies,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786546570.428,1786547161.233,590.8,k3-low__arktype-json-schema-refs-dependencies__run4
awilix-async-container-initialization,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786547058.554,1786547323.018,264.5,k3-low__awilix-async-container-initialization__run1
awilix-async-container-initialization,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786546943.710,1786547343.769,400.1,k3-high__awilix-async-container-initialization__run1
awilix-async-container-initialization,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786546894.111,1786547395.884,501.8,k3__awilix-async-container-initialization__run1
arktype-json-schema-refs-dependencies,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786546108.978,1786547475.895,1366.9,k3-high__arktype-json-schema-refs-dependencies__run3
arktype-json-schema-refs-dependencies,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786545615.566,1786547553.949,1938.4,k3-high__arktype-json-schema-refs-dependencies__run2
awilix-async-container-initialization,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786547323.024,1786547580.796,257.8,k3-low__awilix-async-container-initialization__run2
arktype-json-schema-refs-dependencies,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786545431.285,1786547651.580,2220.3,k3__arktype-json-schema-refs-dependencies__run1
awilix-async-container-initialization,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786547161.240,1786547695.077,533.8,k3-high__awilix-async-container-initialization__run2
awilix-async-container-initialization,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786547475.908,1786547740.873,265.0,k3-low__awilix-async-container-initialization__run3
awilix-async-container-initialization,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786547096.786,1786547747.686,650.9,k3__awilix-async-container-initialization__run2
awilix-async-container-initialization,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786547395.892,1786547807.629,411.7,k3-high__awilix-async-container-initialization__run3
arktype-json-schema-refs-dependencies,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786546299.359,1786547829.146,1529.8,k3__arktype-json-schema-refs-dependencies__run4
awilix-async-container-initialization,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786547651.595,1786547906.580,255.0,k3-low__awilix-async-container-initialization__run4
awilix-async-container-initialization,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786547343.776,1786547982.575,638.8,k3__awilix-async-container-initialization__run3
bandit-incremental-cache-control,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786547747.696,1786548016.046,268.3,k3-low__bandit-incremental-cache-control__run1
awilix-async-container-initialization,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786547580.803,1786548046.863,466.1,k3-high__awilix-async-container-initialization__run4
awilix-async-container-initialization,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786547553.965,1786548224.955,671.0,k3__awilix-async-container-initialization__run4
bandit-incremental-cache-control,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786547740.879,1786548257.753,516.9,k3-high__bandit-incremental-cache-control__run1
bandit-incremental-cache-control,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786547829.160,1786548307.225,478.1,k3-high__bandit-incremental-cache-control__run2
bandit-incremental-cache-control,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786547906.586,1786548308.777,402.2,k3-low__bandit-incremental-cache-control__run2
arktype-json-schema-refs-dependencies,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786546491.807,1786548343.853,1852.0,k3-high__arktype-json-schema-refs-dependencies__run4
bandit-incremental-cache-control,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786548046.871,1786548431.355,384.5,k3-low__bandit-incremental-cache-control__run3
bandit-incremental-cache-control,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786547807.636,1786548473.232,665.6,k3__bandit-incremental-cache-control__run2
bandit-incremental-cache-control,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786547695.086,1786548475.728,780.6,k3__bandit-incremental-cache-control__run1
bandit-incremental-cache-control,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786548016.052,1786548583.569,567.5,k3-high__bandit-incremental-cache-control__run3
bandit-incremental-cache-control,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786548307.232,1786548636.293,329.1,k3-low__bandit-incremental-cache-control__run4
bandit-incremental-cache-control,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786547982.583,1786548640.864,658.3,k3__bandit-incremental-cache-control__run3
bandit-interprocedural-taint-checks,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786548343.867,1786548677.483,333.6,k3-high__bandit-interprocedural-taint-checks__run1
bandit-interprocedural-taint-checks,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786548431.363,1786548699.167,267.8,k3-low__bandit-interprocedural-taint-checks__run1
bandit-incremental-cache-control,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786548257.762,1786548750.632,492.9,k3-high__bandit-incremental-cache-control__run4
bandit-interprocedural-taint-checks,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786548583.578,1786548836.546,253.0,k3-low__bandit-interprocedural-taint-checks__run2
bandit-interprocedural-taint-checks,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786548308.785,1786548840.071,531.3,k3__bandit-interprocedural-taint-checks__run1
bandit-interprocedural-taint-checks,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786548475.738,1786548848.009,372.3,k3-high__bandit-interprocedural-taint-checks__run2
bandit-interprocedural-taint-checks,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786548677.490,1786548936.052,258.6,k3-low__bandit-interprocedural-taint-checks__run3
bandit-incremental-cache-control,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786548224.965,1786548936.439,711.5,k3__bandit-incremental-cache-control__run4
bandit-interprocedural-taint-checks,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786548473.242,1786548979.635,506.4,k3__bandit-interprocedural-taint-checks__run2
bandit-interprocedural-taint-checks,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786548640.874,1786549046.304,405.4,k3-high__bandit-interprocedural-taint-checks__run3
bandit-interprocedural-taint-checks,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786548836.552,1786549102.535,266.0,k3-low__bandit-interprocedural-taint-checks__run4
bandit-interprocedural-taint-checks,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786548750.641,1786549218.104,467.5,k3-high__bandit-interprocedural-taint-checks__run4
bandit-structured-nosec-directives,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786548936.058,1786549221.307,285.2,k3-low__bandit-structured-nosec-directives__run1
bandit-interprocedural-taint-checks,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786548636.300,1786549247.730,611.4,k3__bandit-interprocedural-taint-checks__run3
bandit-structured-nosec-directives,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786549046.311,1786549399.607,353.3,k3-low__bandit-structured-nosec-directives__run2
bandit-interprocedural-taint-checks,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786548699.175,1786549532.836,833.7,k3__bandit-interprocedural-taint-checks__run4
bandit-structured-nosec-directives,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786548979.643,1786549564.825,585.2,k3-high__bandit-structured-nosec-directives__run2
bandit-structured-nosec-directives,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786549221.313,1786549608.774,387.5,k3-low__bandit-structured-nosec-directives__run3
bandit-structured-nosec-directives,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786548848.015,1786549611.836,763.8,k3-high__bandit-structured-nosec-directives__run1
bandit-structured-nosec-directives,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786548840.080,1786549630.624,790.5,k3__bandit-structured-nosec-directives__run1
bandit-structured-nosec-directives,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786548936.449,1786549648.812,712.4,k3__bandit-structured-nosec-directives__run2
bandit-structured-nosec-directives,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786549218.115,1786549816.931,598.8,k3-high__bandit-structured-nosec-directives__run3
bandit-structured-nosec-directives,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786549532.845,1786549893.013,360.2,k3-low__bandit-structured-nosec-directives__run4
bandit-structured-nosec-directives,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786549399.613,1786549975.950,576.3,k3-high__bandit-structured-nosec-directives__run4
bandit-structured-nosec-directives,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786549102.541,1786550062.616,960.1,k3__bandit-structured-nosec-directives__run3
bandit-structured-nosec-directives,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786549247.738,1786550086.140,838.4,k3__bandit-structured-nosec-directives__run4
boa-hierarchical-evaluation-cancellation,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786549611.846,1786550722.407,1110.6,k3-low__boa-hierarchical-evaluation-cancellation__run1
boa-hierarchical-evaluation-cancellation,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786549608.782,1786551059.228,1450.4,k3-high__boa-hierarchical-evaluation-cancellation__run1
boa-hierarchical-evaluation-cancellation,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786549816.940,1786551221.405,1404.5,k3-low__boa-hierarchical-evaluation-cancellation__run2
boa-hierarchical-evaluation-cancellation,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786549648.820,1786551294.342,1645.5,k3-high__boa-hierarchical-evaluation-cancellation__run2
cattrs-partial-structuring-recovery,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786551221.418,1786551806.884,585.5,k3__cattrs-partial-structuring-recovery__run1
cattrs-partial-structuring-recovery,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786551294.357,1786551807.335,513.0,k3-high__cattrs-partial-structuring-recovery__run1
cattrs-partial-structuring-recovery,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786551806.895,1786552065.188,258.3,k3-low__cattrs-partial-structuring-recovery__run1
boa-hierarchical-evaluation-cancellation,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786549564.834,1786552122.202,2557.4,k3__boa-hierarchical-evaluation-cancellation__run1
boa-hierarchical-evaluation-cancellation,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786551059.375,1786552400.667,1341.3,k3-low__boa-hierarchical-evaluation-cancellation__run4
cattrs-partial-structuring-recovery,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786552122.224,1786552596.620,474.4,k3-low__cattrs-partial-structuring-recovery__run2
