task,harness,model,prompt,run,status,start,end,duration_s,outdir
arcane-drift-detection-baselines,claude,claude-code/claude-opus-5,v1,2,pass,1787013610.179,1787014886.996,1276.8,opus5__arcane-drift-detection-baselines__run2
arcane-drift-detection-baselines,claude,claude-code/claude-opus-5,v1,4,pass,1787013880.819,1787015137.267,1256.4,opus5__arcane-drift-detection-baselines__run4
arcane-drift-detection-baselines,claude,claude-code/claude-opus-5,v1,3,pass,1787013836.550,1787015175.092,1338.5,opus5__arcane-drift-detection-baselines__run3
awilix-async-container-initialization,claude,claude-code/claude-opus-5,v1,1,fail,1787014217.498,1787015333.831,1116.3,opus5__awilix-async-container-initialization__run1
awilix-async-container-initialization,claude,claude-code/claude-opus-5,v1,2,fail,1787014309.162,1787015349.028,1039.9,opus5__awilix-async-container-initialization__run2
arktype-json-schema-refs-dependencies,claude,claude-code/claude-opus-5,v1,3,fail,1787014138.977,1787015439.109,1300.1,opus5__arktype-json-schema-refs-dependencies__run3
awilix-async-container-initialization,claude,claude-code/claude-opus-5,v1,4,fail,1787014887.002,1787015854.143,967.1,opus5__awilix-async-container-initialization__run4
awilix-async-container-initialization,claude,claude-code/claude-opus-5,v1,3,fail,1787014828.368,1787015939.896,1111.5,opus5__awilix-async-container-initialization__run3
arktype-json-schema-refs-dependencies,claude,claude-code/claude-opus-5,v1,1,fail,1787013881.328,1787016255.452,2374.1,opus5__arktype-json-schema-refs-dependencies__run1
arktype-json-schema-refs-dependencies,claude,claude-code/claude-opus-5,v1,4,pass,1787014206.186,1787016320.133,2113.9,opus5__arktype-json-schema-refs-dependencies__run4
bandit-incremental-cache-control,claude,claude-code/claude-opus-5,v1,1,pass,1787015137.272,1787016368.344,1231.1,opus5__bandit-incremental-cache-control__run1
bandit-incremental-cache-control,claude,claude-code/claude-opus-5,v1,2,pass,1787015175.098,1787016478.569,1303.5,opus5__bandit-incremental-cache-control__run2
bandit-interprocedural-taint-checks,claude,claude-code/claude-opus-5,v1,1,pass,1787015439.114,1787016538.911,1099.8,opus5__bandit-interprocedural-taint-checks__run1
bandit-incremental-cache-control,claude,claude-code/claude-opus-5,v1,4,pass,1787015349.035,1787016595.369,1246.3,opus5__bandit-incremental-cache-control__run4
bandit-incremental-cache-control,claude,claude-code/claude-opus-5,v1,3,pass,1787015333.836,1787016683.803,1350.0,opus5__bandit-incremental-cache-control__run3
bandit-interprocedural-taint-checks,claude,claude-code/claude-opus-5,v1,3,pass,1787015939.902,1787016918.518,978.6,opus5__bandit-interprocedural-taint-checks__run3
arktype-json-schema-refs-dependencies,claude,claude-code/claude-opus-5,v1,2,fail,1787014135.900,1787017082.133,2946.2,opus5__arktype-json-schema-refs-dependencies__run2
bandit-interprocedural-taint-checks,claude,claude-code/claude-opus-5,v1,2,pass,1787015854.149,1787017181.708,1327.6,opus5__bandit-interprocedural-taint-checks__run2
bandit-interprocedural-taint-checks,claude,claude-code/claude-opus-5,v1,4,pass,1787016255.458,1787017391.518,1136.1,opus5__bandit-interprocedural-taint-checks__run4
bandit-structured-nosec-directives,claude,claude-code/claude-opus-5,v1,3,fail,1787016478.576,1787017607.335,1128.8,opus5__bandit-structured-nosec-directives__run3
bandit-structured-nosec-directives,claude,claude-code/claude-opus-5,v1,2,pass,1787016368.350,1787017646.864,1278.5,opus5__bandit-structured-nosec-directives__run2
bandit-structured-nosec-directives,claude,claude-code/claude-opus-5,v1,1,fail,1787016320.139,1787017669.375,1349.2,opus5__bandit-structured-nosec-directives__run1
bandit-structured-nosec-directives,claude,claude-code/claude-opus-5,v1,4,fail,1787016538.916,1787017758.933,1220.0,opus5__bandit-structured-nosec-directives__run4
cattrs-partial-structuring-recovery,claude,claude-code/claude-opus-5,v1,1,pass,1787017181.713,1787018344.489,1162.8,opus5__cattrs-partial-structuring-recovery__run1
clack-async-autocomplete-options,claude,claude-code/claude-opus-5,v1,1,fail,1787017669.381,1787018533.659,864.3,opus5__clack-async-autocomplete-options__run1
clack-async-autocomplete-options,claude,claude-code/claude-opus-5,v1,2,pass,1787017758.944,1787018551.237,792.3,opus5__clack-async-autocomplete-options__run2
cattrs-partial-structuring-recovery,claude,claude-code/claude-opus-5,v1,2,pass,1787017391.523,1787018599.643,1208.1,opus5__cattrs-partial-structuring-recovery__run2
cattrs-partial-structuring-recovery,claude,claude-code/claude-opus-5,v1,3,pass,1787017607.340,1787018608.350,1001.0,opus5__cattrs-partial-structuring-recovery__run3
boa-hierarchical-evaluation-cancellation,claude,claude-code/claude-opus-5,v1,1,pass,1787016595.375,1787018861.382,2266.0,opus5__boa-hierarchical-evaluation-cancellation__run1
cattrs-partial-structuring-recovery,claude,claude-code/claude-opus-5,v1,4,pass,1787017646.870,1787018903.967,1257.1,opus5__cattrs-partial-structuring-recovery__run4
boa-hierarchical-evaluation-cancellation,claude,claude-code/claude-opus-5,v1,2,pass,1787016683.809,1787018933.181,2249.4,opus5__boa-hierarchical-evaluation-cancellation__run2
claude-code-by-agents-recursive-delegation,claude,claude-code/claude-opus-5,v1,1,pass,1787018551.245,1787019189.067,637.8,opus5__claude-code-by-agents-recursive-delegation__run1
claude-code-by-agents-recursive-delegation,claude,claude-code/claude-opus-5,v1,2,fail,1787018599.657,1787019235.546,635.9,opus5__claude-code-by-agents-recursive-delegation__run2
clack-async-autocomplete-options,claude,claude-code/claude-opus-5,v1,3,pass,1787018344.496,1787019249.603,905.1,opus5__clack-async-autocomplete-options__run3
claude-code-by-agents-recursive-delegation,claude,claude-code/claude-opus-5,v1,3,fail,1787018608.600,1787019308.180,699.6,opus5__claude-code-by-agents-recursive-delegation__run3
clack-async-autocomplete-options,claude,claude-code/claude-opus-5,v1,4,fail,1787018533.668,1787019373.791,840.1,opus5__clack-async-autocomplete-options__run4
claude-code-by-agents-recursive-delegation,claude,claude-code/claude-opus-5,v1,4,fail,1787018861.389,1787019566.724,705.3,opus5__claude-code-by-agents-recursive-delegation__run4
boa-hierarchical-evaluation-cancellation,claude,claude-code/claude-opus-5,v1,3,pass,1787016918.524,1787019892.690,2974.2,opus5__boa-hierarchical-evaluation-cancellation__run3
cliffy-config-file-parsing,claude,claude-code/claude-opus-5,v1,2,fail,1787018933.187,1787019977.553,1044.4,opus5__cliffy-config-file-parsing__run2
cliffy-config-file-parsing,claude,claude-code/claude-opus-5,v1,1,pass,1787018903.974,1787020009.793,1105.8,opus5__cliffy-config-file-parsing__run1
cliffy-config-file-parsing,claude,claude-code/claude-opus-5,v1,4,fail,1787019235.552,1787020157.861,922.3,opus5__cliffy-config-file-parsing__run4
csstree-shorthand-expansion-compression,claude,claude-code/claude-opus-5,v1,2,fail,1787019308.186,1787020175.595,867.4,opus5__csstree-shorthand-expansion-compression__run2
csstree-shorthand-expansion-compression,claude,claude-code/claude-opus-5,v1,1,fail,1787019249.612,1787020299.154,1049.5,opus5__csstree-shorthand-expansion-compression__run1
cliffy-config-file-parsing,claude,claude-code/claude-opus-5,v1,3,pass,1787019189.072,1787020362.663,1173.6,opus5__cliffy-config-file-parsing__run3
boa-hierarchical-evaluation-cancellation,claude,claude-code/claude-opus-5,v1,4,pass,1787017082.140,1787020425.705,3343.6,opus5__boa-hierarchical-evaluation-cancellation__run4
csstree-shorthand-expansion-compression,claude,claude-code/claude-opus-5,v1,3,fail,1787019373.797,1787020543.711,1169.9,opus5__csstree-shorthand-expansion-compression__run3
csstree-shorthand-expansion-compression,claude,claude-code/claude-opus-5,v1,4,fail,1787019566.729,1787020723.873,1157.1,opus5__csstree-shorthand-expansion-compression__run4
dateutil-rfc5545-timezone-interop,claude,claude-code/claude-opus-5,v1,2,fail,1787019977.563,1787020931.347,953.8,opus5__dateutil-rfc5545-timezone-interop__run2
dateutil-rfc5545-timezone-interop,claude,claude-code/claude-opus-5,v1,3,fail,1787020009.800,1787020945.559,935.8,opus5__dateutil-rfc5545-timezone-interop__run3
dateutil-rfc5545-timezone-interop,claude,claude-code/claude-opus-5,v1,1,fail,1787019892.696,1787021015.485,1122.8,opus5__dateutil-rfc5545-timezone-interop__run1
dateutil-rfc5545-timezone-interop,claude,claude-code/claude-opus-5,v1,4,fail,1787020157.868,1787021313.602,1155.7,opus5__dateutil-rfc5545-timezone-interop__run4
fastapi-deprecation-response-headers,claude,claude-code/claude-opus-5,v1,1,pass,1787020543.716,1787021790.575,1246.9,opus5__fastapi-deprecation-response-headers__run1
fastapi-deprecation-response-headers,claude,claude-code/claude-opus-5,v1,3,fail,1787020931.353,1787021855.533,924.2,opus5__fastapi-deprecation-response-headers__run3
fastapi-deprecation-response-headers,claude,claude-code/claude-opus-5,v1,4,fail,1787020945.566,1787021878.430,932.9,opus5__fastapi-deprecation-response-headers__run4
fd-deterministic-multi-key-sorting,claude,claude-code/claude-opus-5,v1,1,fail,1787021015.493,1787021968.724,953.2,opus5__fd-deterministic-multi-key-sorting__run1
expr-try-catch-errors,claude,claude-code/claude-opus-5,v1,4,fail,1787020425.712,1787021985.763,1560.1,opus5__expr-try-catch-errors__run4
expr-try-catch-errors,claude,claude-code/claude-opus-5,v1,3,fail,1787020362.670,1787022029.379,1666.7,opus5__expr-try-catch-errors__run3
fd-deterministic-multi-key-sorting,claude,claude-code/claude-opus-5,v1,2,fail,1787021313.609,1787022202.033,888.4,opus5__fd-deterministic-multi-key-sorting__run2
fastapi-deprecation-response-headers,claude,claude-code/claude-opus-5,v1,2,pass,1787020723.879,1787022316.625,1592.7,opus5__fastapi-deprecation-response-headers__run2
expr-try-catch-errors,claude,claude-code/claude-opus-5,v1,2,fail,1787020299.159,1787022473.536,2174.4,opus5__expr-try-catch-errors__run2
fd-deterministic-multi-key-sorting,claude,claude-code/claude-opus-5,v1,4,fail,1787021855.541,1787022648.060,792.5,opus5__fd-deterministic-multi-key-sorting__run4
fd-deterministic-multi-key-sorting,claude,claude-code/claude-opus-5,v1,3,pass,1787021790.583,1787022707.277,916.7,opus5__fd-deterministic-multi-key-sorting__run3
expr-try-catch-errors,claude,claude-code/claude-opus-5,v1,1,fail,1787020175.601,1787022886.145,2710.5,opus5__expr-try-catch-errors__run1
kcp-go-multiplexed-kcp-streams,claude,claude-code/claude-opus-5,v1,1,pass,1787021878.437,1787022997.006,1118.6,opus5__kcp-go-multiplexed-kcp-streams__run1
kcp-go-multiplexed-kcp-streams,claude,claude-code/claude-opus-5,v1,4,pass,1787022029.404,1787023099.536,1070.1,opus5__kcp-go-multiplexed-kcp-streams__run4
kcp-go-multiplexed-kcp-streams,claude,claude-code/claude-opus-5,v1,2,pass,1787021968.729,1787023398.324,1429.6,opus5__kcp-go-multiplexed-kcp-streams__run2
kombu-single-active-consumer-priority,claude,claude-code/claude-opus-5,v1,2,pass,1787022316.633,1787023405.786,1089.2,opus5__kombu-single-active-consumer-priority__run2
kombu-single-active-consumer-priority,claude,claude-code/claude-opus-5,v1,4,pass,1787022648.066,1787023477.617,829.6,opus5__kombu-single-active-consumer-priority__run4
kcp-go-multiplexed-kcp-streams,claude,claude-code/claude-opus-5,v1,3,fail,1787021985.788,1787023520.433,1534.6,opus5__kcp-go-multiplexed-kcp-streams__run3
kombu-virtual-queue-dead-lettering,claude,claude-code/claude-opus-5,v1,1,pass,1787022707.283,1787023823.245,1116.0,opus5__kombu-virtual-queue-dead-lettering__run1
kombu-virtual-queue-dead-lettering,claude,claude-code/claude-opus-5,v1,2,pass,1787022886.172,1787023922.685,1036.5,opus5__kombu-virtual-queue-dead-lettering__run2
kombu-virtual-queue-dead-lettering,claude,claude-code/claude-opus-5,v1,3,pass,1787022997.011,1787024040.514,1043.5,opus5__kombu-virtual-queue-dead-lettering__run3
kombu-virtual-queue-dead-lettering,claude,claude-code/claude-opus-5,v1,4,pass,1787023099.541,1787024107.551,1008.0,opus5__kombu-virtual-queue-dead-lettering__run4
koota-deferred-mutation-buffer,claude,claude-code/claude-opus-5,v1,1,fail,1787023398.328,1787024521.833,1123.5,opus5__koota-deferred-mutation-buffer__run1
koota-deferred-mutation-buffer,claude,claude-code/claude-opus-5,v1,4,fail,1787023520.438,1787024662.024,1141.6,opus5__koota-deferred-mutation-buffer__run4
koota-deferred-mutation-buffer,claude,claude-code/claude-opus-5,v1,2,fail,1787023405.792,1787024902.619,1496.8,opus5__koota-deferred-mutation-buffer__run2
koota-deferred-mutation-buffer,claude,claude-code/claude-opus-5,v1,3,fail,1787023477.623,1787025007.662,1530.0,opus5__koota-deferred-mutation-buffer__run3
psd-tools-blend-range-api,claude,claude-code/claude-opus-5,v1,1,pass,1787024521.839,1787025276.305,754.5,opus5__psd-tools-blend-range-api__run1
psd-tools-blend-range-api,claude,claude-code/claude-opus-5,v1,2,pass,1787024662.030,1787025349.551,687.5,opus5__psd-tools-blend-range-api__run2
optique-conditional-option-dependencies,claude,claude-code/claude-opus-5,v1,1,fail,1787023823.253,1787025416.697,1593.4,opus5__optique-conditional-option-dependencies__run1
optique-conditional-option-dependencies,claude,claude-code/claude-opus-5,v1,4,pass,1787024107.556,1787025492.532,1385.0,opus5__optique-conditional-option-dependencies__run4
optique-conditional-option-dependencies,claude,claude-code/claude-opus-5,v1,3,fail,1787024040.520,1787025575.407,1534.9,opus5__optique-conditional-option-dependencies__run3
psd-tools-blend-range-api,claude,claude-code/claude-opus-5,v1,3,pass,1787024902.627,1787025646.201,743.6,opus5__psd-tools-blend-range-api__run3
optique-conditional-option-dependencies,claude,claude-code/claude-opus-5,v1,2,fail,1787023922.691,1787025657.175,1734.5,opus5__optique-conditional-option-dependencies__run2
psd-tools-blend-range-api,claude,claude-code/claude-opus-5,v1,4,pass,1787025007.669,1787025942.703,935.0,opus5__psd-tools-blend-range-api__run4
kombu-single-active-consumer-priority,claude,claude-code/claude-opus-5,v1,1,pass,1787022202.040,1787026009.669,3807.6,opus5__kombu-single-active-consumer-priority__run1
superjson-error-stack-serialization,claude,claude-code/claude-opus-5,v1,1,fail,1787025575.417,1787026180.794,605.4,opus5__superjson-error-stack-serialization__run1
superjson-error-stack-serialization,claude,claude-code/claude-opus-5,v1,3,pass,1787025657.185,1787026278.715,621.5,opus5__superjson-error-stack-serialization__run3
superjson-error-stack-serialization,claude,claude-code/claude-opus-5,v1,2,pass,1787025646.208,1787026290.488,644.3,opus5__superjson-error-stack-serialization__run2
superjson-error-stack-serialization,claude,claude-code/claude-opus-5,v1,4,fail,1787025942.708,1787026638.275,695.6,opus5__superjson-error-stack-serialization__run4
quill-shared-toolbar-focus,claude,claude-code/claude-opus-5,v1,1,pass,1787025276.312,1787026664.181,1387.9,opus5__quill-shared-toolbar-focus__run1
task-task-graph-export,claude,claude-code/claude-opus-5,v1,1,pass,1787026009.674,1787026974.931,965.3,opus5__task-task-graph-export__run1
quill-shared-toolbar-focus,claude,claude-code/claude-opus-5,v1,3,fail,1787025416.705,1787027001.792,1585.1,opus5__quill-shared-toolbar-focus__run3
quill-shared-toolbar-focus,claude,claude-code/claude-opus-5,v1,4,pass,1787025492.538,1787027042.633,1550.1,opus5__quill-shared-toolbar-focus__run4
quill-shared-toolbar-focus,claude,claude-code/claude-opus-5,v1,2,fail,1787025349.565,1787027052.780,1703.2,opus5__quill-shared-toolbar-focus__run2
task-task-graph-export,claude,claude-code/claude-opus-5,v1,2,pass,1787026180.799,1787027210.901,1030.1,opus5__task-task-graph-export__run2
kombu-single-active-consumer-priority,claude,claude-code/claude-opus-5,v1,3,pass,1787022473.561,1787027308.287,4834.7,opus5__kombu-single-active-consumer-priority__run3
task-task-graph-export,claude,claude-code/claude-opus-5,v1,3,pass,1787026278.719,1787027323.883,1045.2,opus5__task-task-graph-export__run3
task-task-graph-export,claude,claude-code/claude-opus-5,v1,4,pass,1787026290.493,1787027510.835,1220.3,opus5__task-task-graph-export__run4
yjs-map-conflict-detection,claude,claude-code/claude-opus-5,v1,3,pass,1787026974.936,1787028270.518,1295.6,opus5__yjs-map-conflict-detection__run3
yjs-map-conflict-detection,claude,claude-code/claude-opus-5,v1,2,pass,1787026664.186,1787028423.874,1759.7,opus5__yjs-map-conflict-detection__run2
yjs-map-conflict-detection,claude,claude-code/claude-opus-5,v1,4,pass,1787027001.798,1787028436.911,1435.1,opus5__yjs-map-conflict-detection__run4
yjs-map-conflict-detection,claude,claude-code/claude-opus-5,v1,1,pass,1787026638.280,1787029005.034,2366.8,opus5__yjs-map-conflict-detection__run1
