task,setup,run,passed,start,end,orchestration_s,session_s,generation_s,billed_usd,sole_usd,steps,tokens_in,tokens_out
cliffy-config-file-parsing,opus,run3,0,1784210532.325,1784211469.508,937.2,886.2,853.2,5.9591,5.9591,92,7761772,56081
cliffy-config-file-parsing,opus,run4,0,1784211106.282,1784212186.296,1080.0,1028.6,1007.0,7.6832,7.6832,109,10498749,65324
csstree-shorthand-expansion-compression,opus,run1,0,1784211248.913,1784212067.095,818.2,754.1,744.5,3.3448,3.3448,50,2989325,54242
csstree-shorthand-expansion-compression,opus,run2,0,1784211657.675,1784212562.427,904.8,861.3,852.7,3.6288,3.6288,48,3085428,61739
csstree-shorthand-expansion-compression,opus,run3,0,1784212067.096,1784212866.757,799.7,756.2,747.0,3.2298,3.2298,51,2763290,54508
csstree-shorthand-expansion-compression,opus,run4,0,1784212320.980,1784213179.633,858.7,815.1,801.5,3.6287,3.6287,50,3342502,59003
dateutil-rfc5545-timezone-interop,opus,run1,1,1784214040.312,1784214859.860,819.5,762.0,750.1,4.566,4.566,56,4847572,60521
dateutil-rfc5545-timezone-interop,opus,run2,0,1784214040.317,1784215284.490,1244.2,1186.4,1164.2,9.0263,9.0263,105,12077630,84228
dateutil-rfc5545-timezone-interop,opus,run3,0,1784214701.787,1784215649.535,947.7,898.8,871.5,5.6539,5.6539,71,6501635,62965
dateutil-rfc5545-timezone-interop,opus,run4,0,1784215142.397,1784216164.529,1022.1,972.9,947.2,6.366,6.366,76,7302118,71300
expr-try-catch-errors,opus,run1,0,1784215542.765,1784217295.370,1752.6,1572.0,1604.1,13.3402,13.3402,116,16155700,100433
expr-try-catch-errors,opus,run2,0,1784215724.342,1784217604.277,1879.9,1724.2,1620.6,12.8755,12.8755,113,17840224,108981
expr-try-catch-errors,opus,run3,1,1784217375.171,1784219129.989,1754.8,1595.7,1513.0,12.0609,12.0609,103,15729329,104010
expr-try-catch-errors,opus,run4,0,1784217604.279,1784219481.772,1877.5,1725.7,1757.3,13.7608,13.7608,113,16862740,108768
fastapi-deprecation-response-headers,opus,run1,0,1784218720.473,1784220004.916,1284.4,1157.1,1028.1,6.1801,6.1801,68,6871701,77486
fastapi-deprecation-response-headers,opus,run2,0,1784219194.286,1784220069.526,875.2,772.3,653.9,5.1361,5.1361,74,6879065,43382
fastapi-deprecation-response-headers,opus,run3,1,1784219436.266,1784220489.700,1053.4,950.1,850.1,5.8729,5.8729,72,7311978,61531
fastapi-deprecation-response-headers,opus,run4,1,1784220004.919,1784221177.410,1172.5,1068.9,989.6,6.3605,6.3605,90,8071518,67830
fd-deterministic-multi-key-sorting,opus,run1,0,1784220235.072,1784221191.751,956.7,885.5,978.0,6.5633,6.5633,68,6836061,61463
fd-deterministic-multi-key-sorting,opus,run2,0,1784220705.145,1784221608.081,902.9,854.0,816.3,5.5176,5.5176,67,6700607,57970
fd-deterministic-multi-key-sorting,opus,run3,0,1784221177.415,1784221896.026,718.6,670.5,786.6,5.9102,5.9102,63,6290780,45594
fd-deterministic-multi-key-sorting,opus,run4,0,1784221242.839,1784222072.069,829.2,779.3,855.6,6.1987,6.1987,66,6919652,54185
kcp-go-multiplexed-kcp-streams,opus,run1,0,1784221614.679,1784222843.814,1229.1,955.4,731.3,3.1368,3.1368,38,2470091,55441
kcp-go-multiplexed-kcp-streams,opus,run2,0,1784221896.028,1784223747.638,1851.6,1604.3,1286.2,5.5528,5.5528,58,5027507,93122
kcp-go-multiplexed-kcp-streams,opus,run3,0,1784297438.725,1784298677.610,1238.9,1158.8,888.1,3.897,3.897,50,3406330,66350
kcp-go-multiplexed-kcp-streams,opus,run4,1,1784222843.816,1784225284.353,2440.5,2368.7,1196.3,5.4254,5.4254,61,4840719,89227
kombu-single-active-consumer-priority,opus,run1,1,1784223481.121,1784224433.323,952.2,846.8,772.0,5.1172,5.1172,71,6004565,59892
kombu-single-active-consumer-priority,opus,run2,1,1784223878.726,1784224827.760,949.0,866.5,786.2,5.2749,5.2749,76,6348352,59098
kombu-single-active-consumer-priority,opus,run3,0,1784224321.467,1784225149.633,828.2,744.2,670.3,4.4911,4.4911,64,5280505,51334
kombu-single-active-consumer-priority,opus,run4,1,1784224632.511,1784225477.309,844.8,762.2,655.9,4.3051,4.3051,55,4842131,51946
kombu-virtual-queue-dead-lettering,opus,run1,0,1784297438.726,1784298353.489,914.8,822.0,761.3,4.8411,4.8411,68,5500511,58740
kombu-virtual-queue-dead-lettering,opus,run2,0,1784297438.726,1784298507.813,1069.1,977.3,907.1,6.259,6.259,85,7703671,68492
kombu-virtual-queue-dead-lettering,opus,run3,0,1784297438.725,1784298378.274,939.5,846.9,772.5,5.003,5.003,68,5712726,61381
kombu-virtual-queue-dead-lettering,opus,run4,0,1784297438.726,1784298393.184,954.5,861.8,796.3,4.9178,4.9178,68,5479832,61801
koota-deferred-mutation-buffer,opus,run1,0,1784297438.726,1784298898.336,1459.6,1404.2,1327.1,10.4584,10.4584,111,14400517,88941
koota-deferred-mutation-buffer,opus,run2,0,1784297438.730,1784298713.206,1274.5,1218.7,1161.9,7.9464,7.9464,86,9540252,81355
koota-deferred-mutation-buffer,opus,run3,0,1784297438.729,1784299852.630,2413.9,2357.8,2474.3,16.1615,16.1615,125,16744345,115952
koota-deferred-mutation-buffer,opus,run4,0,1784297438.730,1784298716.363,1277.6,1221.3,1178.4,7.6636,7.6636,85,9360111,82550
optique-conditional-option-dependencies,opus,run1,0,1784297438.730,1784298641.018,1202.3,1139.2,1107.1,10.2157,10.2157,75,13841647,80064
optique-conditional-option-dependencies,opus,run2,0,1784298353.491,1784299972.765,1619.3,1565.2,1538.9,16.253,16.253,124,24226702,107580
optique-conditional-option-dependencies,opus,run3,0,1784298378.276,1784299805.876,1427.6,1373.2,1357.8,15.4203,15.4203,103,22972285,96459
optique-conditional-option-dependencies,opus,run4,0,1784298393.186,1784300122.332,1729.1,1674.2,1258.0,12.4907,12.4907,94,17937176,87820
psd-tools-blend-range-api,opus,run1,1,1784298507.815,1784299248.348,740.5,676.0,593.1,4.0818,4.0818,76,5181864,40418
psd-tools-blend-range-api,opus,run2,1,1784298641.021,1784299365.517,724.5,660.6,606.3,3.7973,3.7973,70,4777809,39997
psd-tools-blend-range-api,opus,run3,1,1784298677.612,1784299593.008,915.4,851.7,812.8,5.0197,5.0197,78,6068749,57946
psd-tools-blend-range-api,opus,run4,1,1784298713.208,1784299503.078,789.9,725.4,651.7,4.143,4.143,68,4995042,47574
quill-shared-toolbar-focus,opus,run1,0,1784298716.365,1784300132.002,1415.6,1365.6,1225.6,7.0763,7.0763,84,7967871,85336
quill-shared-toolbar-focus,opus,run2,0,1784298898.339,1784300524.386,1626.0,1576.5,1349.4,8.4178,8.4178,92,10446060,90419
quill-shared-toolbar-focus,opus,run3,1,1784299248.350,1784300705.675,1457.3,1397.8,1259.3,7.4214,7.4214,78,8512025,89462
quill-shared-toolbar-focus,opus,run4,1,1784299365.519,1784300624.907,1259.4,1208.4,1083.6,6.2993,6.2993,74,7094377,76062
superjson-error-stack-serialization,opus,run1,1,1784299503.080,1784300610.600,1107.5,1059.1,1040.3,4.6769,4.6769,48,3788334,80446
superjson-error-stack-serialization,opus,run2,0,1784299593.010,1784300246.172,653.2,606.4,591.1,2.646,2.646,38,1860559,47077
superjson-error-stack-serialization,opus,run3,0,1784299805.902,1784300647.358,841.5,792.5,777.1,3.6874,3.6874,43,3003186,62177
superjson-error-stack-serialization,opus,run4,0,1784299852.633,1784300870.036,1017.4,969.0,942.5,5.0314,5.0314,56,4882368,73779
task-task-graph-export,opus,run1,0,1784299972.769,1784301248.229,1275.5,1127.1,964.1,7.4342,7.4342,89,8746335,60831
task-task-graph-export,opus,run2,0,1784300122.336,1784301333.826,1211.5,1066.5,1030.9,7.7229,7.7229,79,8950894,64243
task-task-graph-export,opus,run3,1,1784300132.005,1784301334.274,1202.3,1058.0,812.1,5.9677,5.9677,81,7687799,55091
task-task-graph-export,opus,run4,0,1784300246.173,1784301192.725,946.6,803.1,781.9,5.5876,5.5876,61,5869605,45889
yjs-map-conflict-detection,opus,run1,1,1784300524.388,1784302018.383,1494.0,1435.6,1372.2,7.6967,7.6967,88,8996026,93013
yjs-map-conflict-detection,opus,run2,1,1784300610.602,1784302276.268,1665.7,1606.4,1490.7,9.4409,9.4409,96,10522798,105989
yjs-map-conflict-detection,opus,run3,1,1784300624.910,1784301955.188,1330.3,1272.1,1208.7,7.4617,7.4617,69,8932461,81390
yjs-map-conflict-detection,opus,run4,1,1784300647.359,1784301976.739,1329.4,1268.9,1157.2,6.9276,6.9276,86,8489105,76291
abs-module-cache-flags,glm-default,run1,1,1784140585.367,1784141198.578,613.2,533.7,457.0,1.3898,6.682,108,6992040,52453
abs-module-cache-flags,glm-default,run2,1,1784140585.370,1784141573.805,988.4,909.7,823.7,2.8285,12.0426,120,10703253,92141
abs-module-cache-flags,glm-default,run3,1,1784140585.377,1784141486.832,901.5,823.4,720.4,2.4609,10.5319,138,10821981,86579
abs-module-cache-flags,glm-default,run4,1,1784141015.208,1784141912.511,897.3,827.4,743.1,2.5946,10.8642,94,7358192,79033
abs-stepped-slices,glm-default,run1,0,1784141404.009,1784141858.320,454.3,387.6,367.6,1.1307,5.374,42,922705,46555
abs-stepped-slices,glm-default,run2,0,1784141486.847,1784142260.919,774.1,708.9,629.7,2.2306,9.2056,106,11112102,80689
abs-stepped-slices,glm-default,run3,0,1784141882.621,1784142270.923,388.3,322.7,304.7,1.1341,4.4552,36,808246,38758
abs-stepped-slices,glm-default,run4,0,1784141940.303,1784142280.598,340.3,275.2,260.7,0.8805,3.8108,29,638536,33699
actionlint-action-pinning-lint,glm-default,run1,0,1784142260.929,1784142946.570,685.6,622.9,534.8,2.2435,7.8191,109,11595251,71233
actionlint-action-pinning-lint,glm-default,run2,1,1784142428.904,1784143258.189,829.3,766.3,672.5,2.7753,9.8327,107,13863248,79421
actionlint-action-pinning-lint,glm-default,run3,1,1784142730.296,1784143651.363,921.1,859.5,730.5,2.6434,10.6795,118,19623532,85656
actionlint-action-pinning-lint,glm-default,run4,1,1784143064.469,1784144097.931,1033.5,971.8,845.0,3.0887,12.3539,149,17486699,94649
adaptix-name-mapping-aliases,glm-default,run1,0,1784143258.199,1784143688.091,429.9,368.9,329.3,1.1415,4.8138,41,1292235,39646
adaptix-name-mapping-aliases,glm-default,run2,1,1784143594.621,1784144608.452,1013.8,944.9,771.1,2.5795,11.2732,199,26222330,101267
adaptix-name-mapping-aliases,glm-default,run3,1,1784143903.814,1784145521.249,1617.4,1547.9,1282.1,4.4866,18.745,243,39739284,135710
adaptix-name-mapping-aliases,glm-default,run4,1,1784144412.974,1784145680.341,1267.4,1186.5,970.8,3.5524,14.193,201,25884177,107570
aiomonitor-task-snapshots-diff,glm-default,run1,1,1784144890.505,1784146974.544,2084.0,2033.0,1933.9,6.8377,28.2741,124,11963104,84114
aiomonitor-task-snapshots-diff,glm-default,run2,0,1784145408.781,1784146045.192,636.4,587.5,496.1,1.8495,7.2524,132,10456698,73273
aiomonitor-task-snapshots-diff,glm-default,run3,1,1784145557.049,1784146411.348,854.3,805.3,713.2,2.5265,10.4266,127,11584905,76607
aiomonitor-task-snapshots-diff,glm-default,run4,0,1784145842.254,1784146459.924,617.7,566.9,472.5,1.5131,6.9076,134,10160070,70584
anko-default-function-arguments,glm-default,run1,0,1784146095.487,1784147052.970,957.5,886.7,863.0,2.4428,12.6172,37,2189720,100140
anko-default-function-arguments,glm-default,run2,0,1784146403.369,1784147246.193,842.8,772.6,758.9,2.0527,11.0951,22,1190269,87074
anko-default-function-arguments,glm-default,run3,0,1784146821.106,1784148272.073,1451.0,1378.5,1074.8,3.4695,15.713,76,9826165,116068
anko-default-function-arguments,glm-default,run4,1,1784147246.200,1784148503.149,1256.9,1185.7,928.6,3.7089,13.576,88,12790929,105664
anko-typed-variable-bindings,glm-default,run1,0,1784147677.303,1784148430.947,753.6,681.4,398.7,1.6314,5.8289,94,6675291,41542
anko-typed-variable-bindings,glm-default,run2,0,1784148391.433,1784149151.818,760.4,691.8,571.8,2.6357,8.3594,121,12301071,65695
anko-typed-variable-bindings,glm-default,run3,1,1784148503.159,1784149224.897,721.7,650.1,569.4,2.5628,8.3252,90,11753064,59423
anko-typed-variable-bindings,glm-default,run4,0,1784148799.569,1784149422.545,623.0,555.1,473.4,1.8606,6.9211,98,9543371,53945
arcane-drift-detection-baselines,glm-default,run1,0,1784148959.316,1784150421.341,1462.0,1167.7,1067.5,3.965,15.6074,111,13831514,85088
arcane-drift-detection-baselines,glm-default,run2,1,1784149224.908,1784150266.438,1041.5,754.8,667.8,2.2278,9.7626,98,11646158,54952
arcane-drift-detection-baselines,glm-default,run3,0,1784149422.556,1784150587.022,1164.5,888.3,762.5,2.9728,11.1473,144,18789959,70343
arcane-drift-detection-baselines,glm-default,run4,0,1784150266.450,1784151186.490,920.0,633.2,550.6,2.488,8.0498,92,12046423,51087
arktype-json-schema-refs-dependencies,glm-default,run1,0,1784150587.038,1784152125.279,1538.2,1327.0,1165.5,4.3745,17.0393,223,21373913,94337
arktype-json-schema-refs-dependencies,glm-default,run2,1,1784151186.500,1784152949.660,1763.2,1641.1,1385.0,4.1013,20.249,241,30176899,162990
arktype-json-schema-refs-dependencies,glm-default,run3,0,1784151663.789,1784154132.962,2469.2,2344.1,2060.6,5.9761,30.1267,281,37419650,181898
arktype-json-schema-refs-dependencies,glm-default,run4,0,1784153030.186,1784154810.132,1779.9,1651.6,1449.4,4.0948,21.19,254,27266207,118401
awilix-async-container-initialization,glm-default,run1,1,1784154132.989,1784154811.832,678.8,557.6,489.8,1.2899,7.1602,98,8197971,70887
awilix-async-container-initialization,glm-default,run2,1,1784154810.146,1784155448.403,638.3,579.0,485.2,1.3876,7.0941,129,10740636,67270
awilix-async-container-initialization,glm-default,run3,1,1784154986.160,1784155631.918,645.8,585.7,513.2,1.4776,7.5027,100,8398943,67377
awilix-async-container-initialization,glm-default,run4,1,1784155481.331,1784156293.163,811.8,751.4,643.2,2.0765,9.4039,139,13181979,88132
bandit-incremental-cache-control,glm-default,run1,0,1784155767.595,1784156513.383,745.8,641.5,565.6,1.8535,8.269,96,8974182,64576
bandit-incremental-cache-control,glm-default,run2,0,1784156293.174,1784156991.634,698.5,604.9,511.4,1.8908,7.4763,130,11621977,71303
bandit-incremental-cache-control,glm-default,run3,0,1784156524.991,1784157458.253,933.3,840.5,720.2,2.4483,10.53,158,16252342,74717
bandit-incremental-cache-control,glm-default,run4,0,1784156796.169,1784157598.207,802.0,709.8,611.0,2.1813,8.9332,129,12286289,64604
bandit-interprocedural-taint-checks,glm-default,run1,0,1784156991.644,1784157930.781,939.1,821.3,715.1,2.561,10.4545,140,13499059,71780
bandit-interprocedural-taint-checks,glm-default,run2,1,1784157425.811,1784158366.171,940.4,879.6,764.0,2.5086,11.1699,88,10811167,86344
bandit-interprocedural-taint-checks,glm-default,run3,1,1784157778.577,1784158634.906,856.3,794.7,730.8,2.1767,10.6851,84,8648042,80895
bandit-interprocedural-taint-checks,glm-default,run4,0,1784158018.241,1784158886.298,868.1,806.5,737.8,2.163,10.7867,87,9190960,81720
bandit-structured-nosec-directives,glm-default,run1,0,1784158366.181,1784160040.798,1674.6,1556.7,1424.3,6.0975,20.8241,154,22215828,159440
bandit-structured-nosec-directives,glm-default,run2,0,1784158634.914,1784159790.534,1155.6,1092.1,984.4,3.7535,14.3923,140,14093145,106082
bandit-structured-nosec-directives,glm-default,run3,0,1784201744.045,1784202107.307,363.3,291.2,271.8,0.7293,3.9734,22,554340,32733
bandit-structured-nosec-directives,glm-default,run4,0,1784201744.047,1784203262.274,1518.2,1421.3,1249.5,3.6202,18.2673,143,18993804,139436
boa-hierarchical-evaluation-cancellation,glm-default,run1,0,1784201744.049,1784204444.061,2700.0,2409.9,2156.1,6.0702,31.5229,207,34809864,104203
boa-hierarchical-evaluation-cancellation,glm-default,run2,0,1784201744.062,1784203784.997,2040.9,1821.5,1579.5,4.2958,23.0928,199,28394230,99079
boa-hierarchical-evaluation-cancellation,glm-default,run3,1,1784203182.349,1784206003.822,2821.5,2234.3,2011.0,5.4612,29.401,203,36707166,141947
boa-hierarchical-evaluation-cancellation,glm-default,run4,1,1784204035.290,1784207777.407,3742.1,3478.4,3250.6,9.529,47.5234,226,31432256,111311
cattrs-partial-structuring-recovery,glm-default,run1,1,1784205813.865,1784207094.202,1280.3,944.2,845.6,2.1333,12.3621,123,11916302,68420
cattrs-partial-structuring-recovery,glm-default,run2,1,1784206459.586,1784207738.902,1279.3,1229.9,1012.8,2.7075,14.8066,135,15619741,93907
cattrs-partial-structuring-recovery,glm-default,run3,1,1784206669.753,1784208032.661,1362.9,1316.3,1110.5,3.0483,16.2353,111,12810015,94916
cattrs-partial-structuring-recovery,glm-default,run4,1,1784207210.741,1784208262.579,1051.8,1000.2,777.4,2.2599,11.3662,112,10597438,68537
clack-async-autocomplete-options,glm-default,run1,0,1784207638.261,1784208064.570,426.3,341.0,312.2,0.897,4.565,31,660032,32875
clack-async-autocomplete-options,glm-default,run2,0,1784207942.743,1784208313.806,371.1,303.7,290.0,0.938,4.2394,15,252893,32672
clack-async-autocomplete-options,glm-default,run3,1,1784208219.774,1784209338.643,1118.9,1051.6,938.6,2.9616,13.7231,86,9083946,103406
clack-async-autocomplete-options,glm-default,run4,0,1784208519.261,1784208848.441,329.2,262.3,250.2,0.7399,3.6581,15,274059,32767
claude-code-by-agents-recursive-delegation,glm-default,run1,0,1784208856.519,1784209240.439,383.9,323.4,291.8,0.8797,4.2658,32,963887,33397
claude-code-by-agents-recursive-delegation,glm-default,run2,1,1784209240.444,1784209781.609,541.2,493.8,415.0,1.3678,6.068,65,5436296,59661
claude-code-by-agents-recursive-delegation,glm-default,run3,0,1784209436.125,1784209865.408,429.3,381.7,367.7,1.4091,5.3764,14,447114,40353
claude-code-by-agents-recursive-delegation,glm-default,run4,0,1784209776.929,1784210145.362,368.4,320.1,307.2,1.1856,4.4914,13,427265,33538
cliffy-config-file-parsing,glm-default,run1,0,1784209891.472,1784210853.708,962.2,892.9,721.0,2.7322,10.5413,116,14898543,85688
