task,setup,run,passed,start,end,orchestration_s,session_s,generation_s,billed_usd,sole_usd,steps,tokens_in,tokens_out
abs-stepped-slices,k3-low,run2,1,1786540035.465,1786540461.298,425.8,354.1,207.7,1.2187,7.5842,59,1786492,26264
abs-stepped-slices,k3,run2,0,1786539877.856,1786540112.950,235.1,165.0,155.9,0.8743,5.6938,15,246516,13491
abs-stepped-slices,k3-high,run3,1,1786540070.099,1786540545.452,475.4,402.7,255.9,1.4406,9.344,51,1970411,32621
abs-stepped-slices,k3-low,run3,0,1786540098.702,1786540461.590,362.9,291.6,185.7,1.0007,6.7803,47,1284944,22127
abs-stepped-slices,k3,run3,1,1786540064.081,1786540779.357,715.3,644.7,588.5,3.6453,21.4898,71,3908548,49774
abs-stepped-slices,k3-high,run4,1,1786540112.954,1786540689.110,576.2,505.1,344.9,1.9579,12.5955,61,2660732,41205
abs-stepped-slices,k3-low,run4,0,1786540192.587,1786540528.598,336.0,265.5,154.5,0.9042,5.6435,42,1181336,19338
abs-stepped-slices,k3,run4,0,1786540110.922,1786540920.365,809.4,740.9,683.8,4.17,24.9709,72,4570147,59029
actionlint-action-pinning-lint,k3-high,run1,1,1786540394.849,1786541009.942,615.1,546.9,238.7,1.367,8.7153,91,5915252,35057
actionlint-action-pinning-lint,k3-low,run1,1,1786540407.396,1786540838.801,431.4,364.3,137.8,0.7953,5.0323,74,3457802,23794
actionlint-action-pinning-lint,k3,run1,1,1786540365.534,1786541175.128,809.6,741.2,628.2,3.8254,22.9399,123,10289682,50543
actionlint-action-pinning-lint,k3-high,run2,1,1786540461.596,1786541007.962,546.4,475.5,259.0,1.4491,9.4566,71,4489236,33747
actionlint-action-pinning-lint,k3-low,run2,1,1786540528.604,1786540883.049,354.4,287.9,145.9,0.7768,5.3277,46,1775860,18880
actionlint-action-pinning-lint,k3,run2,1,1786540461.305,1786541431.835,970.5,904.7,808.3,4.6135,29.5171,98,9763978,61767
actionlint-action-pinning-lint,k3-high,run3,1,1786540689.117,1786541238.593,549.5,481.0,274.4,1.5857,10.0219,61,3674466,35351
actionlint-action-pinning-lint,k3-low,run3,1,1786540779.366,1786541096.799,317.4,250.0,122.5,0.7147,4.4751,38,1409966,16501
actionlint-action-pinning-lint,k3,run3,1,1786540545.462,1786541413.435,868.0,801.3,715.4,4.0681,26.1249,96,8347618,54226
actionlint-action-pinning-lint,k3-high,run4,1,1786540883.055,1786541572.825,689.8,623.1,341.5,1.8303,12.4703,92,6611011,46388
actionlint-action-pinning-lint,k3-low,run4,0,1786540920.377,1786541174.843,254.5,186.6,95.7,0.5249,3.4937,30,1064608,13755
actionlint-action-pinning-lint,k3,run4,1,1786540838.809,1786542024.980,1186.2,1119.7,987.8,5.5988,36.0729,132,14347825,77059
adaptix-name-mapping-aliases,k3-high,run1,1,1786541009.951,1786541949.353,939.4,863.6,523.1,2.7384,19.1027,114,8260474,52899
adaptix-name-mapping-aliases,k3-low,run1,1,1786541096.805,1786541833.267,736.5,662.1,344.5,1.7359,12.5786,101,5919888,42512
adaptix-name-mapping-aliases,k3,run1,1,1786541007.971,1786542812.144,1804.2,1731.1,1506.4,8.5764,55.0087,177,22690069,118446
adaptix-name-mapping-aliases,k3-high,run2,1,1786541175.139,1786542448.581,1273.4,1197.6,760.4,3.9973,27.7669,135,11269410,71410
adaptix-name-mapping-aliases,k3-low,run2,1,1786541238.603,1786541941.645,703.0,625.3,340.5,1.7417,12.4337,104,5831942,38246
adaptix-name-mapping-aliases,k3,run2,1,1786541174.848,1786542516.659,1341.8,1266.3,1095.4,6.0043,40.0004,161,16683198,88398
adaptix-name-mapping-aliases,k3-high,run3,1,1786541431.846,1786542703.694,1271.8,1184.2,732.0,3.9444,26.7324,160,14609502,68787
adaptix-name-mapping-aliases,k3-low,run3,1,1786541572.835,1786542230.428,657.6,583.9,310.4,1.6043,11.3347,100,5206068,34211
adaptix-name-mapping-aliases,k3,run3,1,1786541413.446,1786542839.438,1426.0,1350.8,1159.9,6.7007,42.3554,154,17184602,93384
adaptix-name-mapping-aliases,k3-high,run4,1,1786541941.654,1786542723.934,782.3,705.8,444.2,2.5337,16.2194,102,7460248,53990
adaptix-name-mapping-aliases,k3-low,run4,1,1786541949.364,1786542666.038,716.7,640.7,345.2,1.8418,12.6061,98,6074862,43532
adaptix-name-mapping-aliases,k3,run4,1,1786541833.276,1786543490.975,1657.7,1571.7,1356.5,7.9829,51.2735,189,25729622,113586
aiomonitor-task-snapshots-diff,k3-high,run1,1,1786542230.438,1786542592.232,361.8,308.1,152.6,0.8402,5.5709,61,3340761,33846
aiomonitor-task-snapshots-diff,k3-low,run1,1,1786542448.593,1786542690.120,241.5,187.6,87.7,0.4976,3.2041,40,1620616,18899
aiomonitor-task-snapshots-diff,k3,run1,0,1786542024.993,1786542561.549,536.6,483.3,433.1,2.5554,15.8151,55,3025150,42763
aiomonitor-task-snapshots-diff,k3-high,run2,1,1786542561.557,1786542935.474,373.9,319.9,144.8,0.8655,5.2887,63,3181202,32609
aiomonitor-task-snapshots-diff,k3-low,run2,1,1786542592.240,1786542798.527,206.3,152.6,68.7,0.4167,2.5105,30,1127710,15890
aiomonitor-task-snapshots-diff,k3,run2,1,1786542516.674,1786543064.547,547.9,493.6,424.0,2.7376,15.482,82,6110584,53555
aiomonitor-task-snapshots-diff,k3-high,run3,1,1786542690.127,1786543006.136,316.0,261.4,141.5,0.806,5.1686,44,2056742,26609
aiomonitor-task-snapshots-diff,k3-low,run3,1,1786542703.713,1786542957.962,254.2,200.8,92.2,0.4916,3.3651,47,2014211,21561
aiomonitor-task-snapshots-diff,k3,run3,1,1786542666.049,1786543304.815,638.8,584.7,522.7,3.0091,19.5856,69,5121238,57742
aiomonitor-task-snapshots-diff,k3-high,run4,1,1786542798.533,1786543135.945,337.4,282.1,166.8,0.8758,6.0928,41,2047384,30762
aiomonitor-task-snapshots-diff,k3-low,run4,1,1786542812.160,1786543041.286,229.1,176.1,72.1,0.3802,2.633,43,1474194,16116
aiomonitor-task-snapshots-diff,k3,run4,1,1786542723.944,1786543136.374,412.4,358.2,316.5,1.89,11.5587,51,2957161,43626
anko-default-function-arguments,k3-high,run1,1,1786542935.482,1786543734.919,799.4,720.3,559.5,3.0287,23.4392,72,5547804,56176
anko-default-function-arguments,k3-low,run1,1,1786542957.969,1786543297.498,339.5,264.6,175.0,0.8512,6.6017,42,1341555,21856
anko-default-function-arguments,k3,run1,1,1786542839.453,1786544083.083,1243.6,1168.1,1098.6,6.4874,47.1366,72,7730265,93311
anko-default-function-arguments,k3-high,run2,1,1786543041.292,1786543744.761,703.5,626.5,479.0,2.6016,20.7062,61,3669501,49995
anko-default-function-arguments,k3-low,run2,1,1786543064.558,1786543835.900,771.3,695.7,523.8,2.9475,23.005,80,4435419,50728
anko-default-function-arguments,k3,run2,1,1786543006.143,1786543959.730,953.6,878.7,817.1,4.7328,35.8396,63,6597748,79709
anko-default-function-arguments,k3-high,run3,1,1786543136.382,1786544022.043,885.7,809.1,626.3,3.6458,28.3472,76,6009466,62061
anko-default-function-arguments,k3-low,run3,1,1786543297.504,1786543889.520,592.0,516.2,347.7,2.0039,15.925,78,3418435,43103
anko-default-function-arguments,k3,run3,1,1786543135.952,1786544129.687,993.7,915.2,838.7,5.1285,38.0038,76,7995400,79266
anko-default-function-arguments,k3-high,run4,1,1786543490.992,1786544497.923,1006.9,928.1,724.6,4.874,33.1908,86,6893295,73802
anko-default-function-arguments,k3-low,run4,1,1786543734.928,1786544218.911,484.0,407.4,298.0,1.9798,13.6479,45,1972652,34247
anko-default-function-arguments,k3,run4,1,1786543304.824,1786544611.632,1306.8,1228.8,1103.8,7.6734,50.5562,114,17283331,98343
anko-typed-variable-bindings,k3-high,run1,0,1786543835.909,1786544184.733,348.8,276.1,181.1,1.2447,8.2957,42,2227715,21183
anko-typed-variable-bindings,k3-low,run1,1,1786543889.528,1786544139.873,250.3,175.2,83.7,0.5576,3.8332,47,1090981,14621
anko-typed-variable-bindings,k3,run1,1,1786543744.769,1786544343.030,598.3,519.4,459.4,3.2503,21.0416,63,4693887,46098
anko-typed-variable-bindings,k3-high,run2,0,1786544022.051,1786544468.799,446.7,372.5,249.8,1.7797,11.4393,56,3042414,24496
anko-typed-variable-bindings,k3-low,run2,0,1786544083.096,1786544327.680,244.6,162.4,90.8,0.6584,4.1581,33,1197713,12428
anko-typed-variable-bindings,k3,run2,1,1786543959.743,1786544436.978,477.2,402.8,351.4,2.6743,16.0967,56,3779332,35147
anko-typed-variable-bindings,k3-high,run3,1,1786544139.880,1786544501.206,361.3,283.4,201.3,1.4894,9.2216,42,2117441,23433
anko-typed-variable-bindings,k3-low,run3,0,1786544184.739,1786544464.203,279.5,201.7,103.8,0.6809,4.7565,54,1243496,16749
anko-typed-variable-bindings,k3,run3,1,1786544129.698,1786544706.677,577.0,498.0,434.5,3.5424,19.9018,66,5116443,47551
anko-typed-variable-bindings,k3-high,run4,1,1786544327.688,1786544679.774,352.1,276.3,167.4,1.3202,7.6683,50,1805027,20712
anko-typed-variable-bindings,k3-low,run4,1,1786544343.039,1786544612.172,269.1,193.7,84.8,0.6545,3.8835,54,1209988,15997
anko-typed-variable-bindings,k3,run4,1,1786544218.918,1786544666.444,447.5,373.1,316.3,2.5224,14.4871,60,3912119,32356
arcane-drift-detection-baselines,k3-high,run1,1,1786544464.212,1786545425.793,961.6,634.9,476.8,2.8576,21.8401,66,3715841,34906
arcane-drift-detection-baselines,k3-low,run1,1,1786544468.812,1786545431.276,962.5,632.1,505.7,3.0218,23.1632,44,1872934,21465
arcane-drift-detection-baselines,k3,run1,1,1786544436.986,1786545615.551,1178.6,854.6,787.1,5.7558,36.0494,73,6054755,56617
arcane-drift-detection-baselines,k3-high,run2,1,1786544501.213,1786545493.753,992.5,661.6,468.6,2.7832,21.4647,75,4436341,32479
arcane-drift-detection-baselines,k3-low,run2,1,1786544611.650,1786545429.656,818.0,493.6,379.5,2.3907,17.3829,42,1600630,20414
arcane-drift-detection-baselines,k3,run2,1,1786544497.932,1786545568.825,1070.9,748.7,684.7,4.7376,31.3622,70,5398296,50907
arcane-drift-detection-baselines,k3-high,run3,1,1786544666.452,1786545931.412,1265.0,977.1,774.1,6.9586,35.4547,79,4328444,34495
arcane-drift-detection-baselines,k3-low,run3,0,1786544679.784,1786545505.731,825.9,506.4,375.2,2.1321,17.1842,66,2640375,24737
arcane-drift-detection-baselines,k3,run3,1,1786544612.178,1786546108.967,1496.8,1213.2,1131.2,9.7398,51.8101,85,7394153,66665
arcane-drift-detection-baselines,k3-high,run4,1,1786545425.803,1786546491.799,1066.0,781.3,583.3,4.1787,26.7168,63,3690225,36659
arcane-drift-detection-baselines,k3-low,run4,1,1786545429.663,1786546199.499,769.8,483.9,313.2,2.2175,14.3449,56,2579836,23443
arcane-drift-detection-baselines,k3,run4,1,1786544706.686,1786545797.534,1090.8,797.1,717.4,6.4107,32.8596,86,7153405,50543
arktype-json-schema-refs-dependencies,k3-high,run1,0,1786545493.762,1786547058.540,1564.8,1434.4,1043.8,6.7569,46.8302,168,13001208,82321
arktype-json-schema-refs-dependencies,k3-low,run1,0,1786545505.739,1786546299.351,793.6,659.7,490.9,3.4057,22.4832,75,3335816,38276
arktype-json-schema-refs-dependencies,k3,run1,1,1786545431.285,1786547651.580,2220.3,2083.7,1895.4,11.9605,80.7315,176,19154477,120312
arktype-json-schema-refs-dependencies,k3-high,run2,1,1786545615.566,1786547553.949,1938.4,1806.2,1477.8,8.961,62.6319,133,13420314,110416
arktype-json-schema-refs-dependencies,k3-low,run2,1,1786545797.547,1786546570.420,772.9,642.5,482.6,3.0884,22.104,65,2640758,31814
arktype-json-schema-refs-dependencies,k3,run2,0,1786545568.835,1786546943.697,1374.9,1244.5,1126.2,7.4805,51.3722,119,9180683,78037
arktype-json-schema-refs-dependencies,k3-high,run3,0,1786546108.978,1786547475.895,1366.9,1236.8,899.2,5.0208,37.3534,139,10170325,79548
arktype-json-schema-refs-dependencies,k3-low,run3,0,1786546199.506,1786546894.102,694.6,562.3,425.5,2.5977,19.4884,60,2612568,35046
arktype-json-schema-refs-dependencies,k3,run3,0,1786545931.421,1786547096.774,1165.4,1035.1,914.7,5.7227,40.5165,131,9951021,78785
arktype-json-schema-refs-dependencies,k3-high,run4,1,1786546491.807,1786548343.853,1852.0,1726.9,1387.5,7.5957,52.513,160,15850049,107207
arktype-json-schema-refs-dependencies,k3-low,run4,0,1786546570.428,1786547161.233,590.8,465.8,329.8,1.7544,13.2223,63,2163069,27694
arktype-json-schema-refs-dependencies,k3,run4,0,1786546299.359,1786547829.146,1529.8,1404.3,1306.5,7.4776,51.9656,109,8649973,81546
awilix-async-container-initialization,k3-high,run1,0,1786546943.710,1786547343.769,400.1,335.6,209.5,1.0258,7.6536,49,2317667,32219
awilix-async-container-initialization,k3-low,run1,0,1786547058.554,1786547323.018,264.5,199.1,134.6,0.6612,4.9167,32,1026258,19016
awilix-async-container-initialization,k3,run1,1,1786546894.111,1786547395.884,501.8,438.6,400.3,2.0563,14.6217,46,2522433,47055
awilix-async-container-initialization,k3-high,run2,0,1786547161.240,1786547695.077,533.8,469.4,332.7,1.7139,12.1536,62,3449525,43084
awilix-async-container-initialization,k3-low,run2,1,1786547323.024,1786547580.796,257.8,194.2,113.5,0.5608,4.1461,40,1270107,18151
awilix-async-container-initialization,k3,run2,1,1786547096.786,1786547747.686,650.9,588.4,550.2,2.9892,20.0989,42,2972447,60117
awilix-async-container-initialization,k3-high,run3,0,1786547395.892,1786547807.629,411.7,347.1,253.8,1.4241,9.2714,42,1919003,35850
awilix-async-container-initialization,k3-low,run3,0,1786547475.908,1786547740.873,265.0,200.0,112.1,0.5983,4.095,39,1211283,19432
awilix-async-container-initialization,k3,run3,1,1786547343.776,1786547982.575,638.8,576.0,525.3,2.9934,19.1862,61,4101751,58582
awilix-async-container-initialization,k3-high,run4,1,1786547580.803,1786548046.863,466.1,402.5,241.1,1.3252,8.8068,54,2378575,32966
awilix-async-container-initialization,k3-low,run4,0,1786547651.595,1786547906.580,255.0,190.8,121.7,0.6664,4.4461,36,1050840,17331
awilix-async-container-initialization,k3,run4,0,1786547553.965,1786548224.955,671.0,607.1,546.9,3.168,19.9752,69,4954092,59164
bandit-incremental-cache-control,k3-high,run1,0,1786547740.879,1786548257.753,516.9,420.1,280.2,1.4522,10.2338,54,3056310,41885
bandit-incremental-cache-control,k3-low,run1,1,1786547747.696,1786548016.046,268.3,170.9,78.4,0.3829,2.8629,43,1309302,16863
bandit-incremental-cache-control,k3,run1,1,1786547695.086,1786548475.728,780.6,674.2,600.5,3.6355,21.9341,81,6189298,60711
bandit-incremental-cache-control,k3-high,run2,1,1786547829.160,1786548307.225,478.1,370.9,236.3,1.1991,8.6323,59,2887394,34054
bandit-incremental-cache-control,k3-low,run2,1,1786547906.586,1786548308.777,402.2,298.0,181.2,1.0172,6.6188,54,2123425,21863
bandit-incremental-cache-control,k3,run2,1,1786547807.636,1786548473.232,665.6,563.3,490.2,3.0046,17.9048,86,5820700,54918
bandit-incremental-cache-control,k3-high,run3,1,1786548016.052,1786548583.569,567.5,461.9,302.9,1.7581,11.0653,69,4199221,46761
bandit-incremental-cache-control,k3-low,run3,1,1786548046.871,1786548431.355,384.5,289.4,140.2,0.8315,5.1227,63,2784758,26672
bandit-incremental-cache-control,k3,run3,1,1786547982.583,1786548640.864,658.3,563.7,494.6,3.1214,18.0646,82,5710177,56660
bandit-incremental-cache-control,k3-high,run4,0,1786548257.762,1786548750.632,492.9,385.4,212.0,1.2699,7.7437,71,3766880,36555
bandit-incremental-cache-control,k3-low,run4,1,1786548307.232,1786548636.293,329.1,233.7,159.0,0.9385,5.807,35,1274368,18809
bandit-incremental-cache-control,k3,run4,1,1786548224.965,1786548936.439,711.5,604.6,534.2,3.4647,19.5121,83,5498385,51980
bandit-interprocedural-taint-checks,k3-high,run1,0,1786548343.867,1786548677.483,333.6,269.3,142.0,0.911,5.1864,59,1960431,24090
bandit-interprocedural-taint-checks,k3-low,run1,1,1786548431.363,1786548699.167,267.8,203.3,125.6,0.7727,4.589,42,1252598,17905
bandit-interprocedural-taint-checks,k3,run1,0,1786548308.785,1786548840.071,531.3,467.9,414.1,2.6006,15.1267,65,3867339,45788
bandit-interprocedural-taint-checks,k3-high,run2,1,1786548475.738,1786548848.009,372.3,307.9,233.8,1.386,8.5386,42,1545563,29304
bandit-interprocedural-taint-checks,k3-low,run2,0,1786548583.578,1786548836.546,253.0,186.3,87.4,0.4907,3.1933,44,969463,16932
bandit-interprocedural-taint-checks,k3,run2,0,1786548473.242,1786548979.635,506.4,442.6,398.6,2.4094,14.5579,52,3121491,48374
bandit-interprocedural-taint-checks,k3-high,run3,1,1786548640.874,1786549046.304,405.4,340.2,230.5,1.271,8.4194,49,2260455,32075
bandit-interprocedural-taint-checks,k3-low,run3,1,1786548677.490,1786548936.052,258.6,193.3,114.8,0.6298,4.1918,32,803135,18662
bandit-interprocedural-taint-checks,k3,run3,0,1786548636.300,1786549247.730,611.4,546.1,490.6,2.7667,17.9207,65,4360178,48702
bandit-interprocedural-taint-checks,k3-high,run4,1,1786548750.641,1786549218.104,467.5,399.9,245.3,1.3356,8.9611,65,3395389,36363
bandit-interprocedural-taint-checks,k3-low,run4,1,1786548836.552,1786549102.535,266.0,202.1,118.0,0.6485,4.3102,40,1172067,15314
bandit-interprocedural-taint-checks,k3,run4,0,1786548699.175,1786549532.836,833.7,767.2,698.0,3.808,25.4977,85,6006401,64235
bandit-structured-nosec-directives,k3-high,run1,0,1786548848.015,1786549611.836,763.8,695.5,493.5,2.5934,18.0266,79,5294690,59524
bandit-structured-nosec-directives,k3-low,run1,0,1786548936.058,1786549221.307,285.2,216.8,133.2,0.6397,4.8663,38,1048832,18348
bandit-structured-nosec-directives,k3,run1,0,1786548840.080,1786549630.624,790.5,723.1,643.9,3.4315,23.5204,94,7060639,70909
bandit-structured-nosec-directives,k3-high,run2,0,1786548979.643,1786549564.825,585.2,518.1,376.0,1.8591,13.7358,62,3418814,45566
bandit-structured-nosec-directives,k3-low,run2,0,1786549046.311,1786549399.607,353.3,286.8,175.2,0.8579,6.4013,51,1600016,21128
bandit-structured-nosec-directives,k3,run2,0,1786548936.449,1786549648.812,712.4,644.7,587.1,3.0951,21.4453,69,4566373,58888
bandit-structured-nosec-directives,k3-high,run3,0,1786549218.115,1786549816.931,598.8,530.5,329.9,1.703,12.0514,90,5089501,47358
bandit-structured-nosec-directives,k3-low,run3,1,1786549221.313,1786549608.774,387.5,318.5,223.6,1.1073,8.1682,43,1402670,22412
bandit-structured-nosec-directives,k3,run3,1,1786549102.541,1786550062.616,960.1,891.6,805.0,4.4613,29.405,93,7963972,84102
bandit-structured-nosec-directives,k3-high,run4,0,1786549399.613,1786549975.950,576.3,505.8,329.4,1.8069,12.0302,74,4107879,46881
bandit-structured-nosec-directives,k3-low,run4,0,1786549532.845,1786549893.013,360.2,291.2,176.4,1.092,6.4416,51,1799315,22853
bandit-structured-nosec-directives,k3,run4,0,1786549247.738,1786550086.140,838.4,769.2,705.9,3.8884,25.7859,67,4943836,68937
boa-hierarchical-evaluation-cancellation,k3-high,run1,0,1786549608.782,1786551059.228,1450.4,1128.2,901.7,3.8083,29.787,94,7009638,41707
boa-hierarchical-evaluation-cancellation,k3-low,run1,0,1786549611.846,1786550722.407,1110.6,862.3,665.8,3.023,23.5553,79,4426728,38176
boa-hierarchical-evaluation-cancellation,k3,run1,0,1786549564.834,1786552122.202,2557.4,2278.1,2144.2,8.4429,64.4717,124,15486151,85356
boa-hierarchical-evaluation-cancellation,k3-high,run2,1,1786549648.820,1786551294.342,1645.5,1329.5,1133.7,4.6105,35.9579,78,7573811,57354
boa-hierarchical-evaluation-cancellation,k3-low,run2,1,1786549816.940,1786551221.405,1404.5,1063.1,861.7,3.3202,26.9186,83,5590145,37541
boa-hierarchical-evaluation-cancellation,k3,run2,1,1786549630.634,1786553690.788,4060.2,3773.4,3598.8,13.2943,102.5005,152,20160110,96885
boa-hierarchical-evaluation-cancellation,k3-high,run3,0,1786549975.965,1786552803.031,2827.1,2515.1,2303.2,7.965,64.3504,70,5899962,60989
boa-hierarchical-evaluation-cancellation,k3-low,run3,0,1786550062.627,1786552611.456,2548.8,2225.4,2041.8,6.8941,56.5238,72,4980367,37481
boa-hierarchical-evaluation-cancellation,k3,run3,0,1786549893.019,1786553797.121,3904.1,3728.1,3570.6,12.8627,99.5129,147,18499203,93373
boa-hierarchical-evaluation-cancellation,k3-high,run4,0,1786550722.424,1786552802.366,2079.9,1868.9,1576.5,5.2134,42.0188,128,13038212,58835
boa-hierarchical-evaluation-cancellation,k3-low,run4,0,1786551059.375,1786552400.667,1341.3,1090.2,941.0,2.9493,25.0807,70,3043774,31844
boa-hierarchical-evaluation-cancellation,k3,run4,1,1786550086.149,1786555043.130,4957.0,4697.4,4515.0,17.392,130.3447,166,21225966,97328
cattrs-partial-structuring-recovery,k3-high,run1,0,1786551294.357,1786551807.335,513.0,398.1,307.5,0.8676,8.1969,41,1622469,20253
cattrs-partial-structuring-recovery,k3-low,run1,1,1786551806.895,1786552065.188,258.3,156.9,108.4,0.3253,2.8897,26,482159,11462
cattrs-partial-structuring-recovery,k3,run1,1,1786551221.418,1786551806.884,585.5,467.3,408.7,1.1877,10.8935,67,4759468,43845
cattrs-partial-structuring-recovery,k3-high,run2,1,1786552065.195,1786552596.976,531.8,386.1,258.4,0.8312,6.8872,65,3606798,43139
cattrs-partial-structuring-recovery,k3-low,run2,1,1786552122.224,1786552596.620,474.4,392.9,320.3,1.0912,8.538,40,849012,16337
cattrs-partial-structuring-recovery,k3,run2,1,1786551807.344,1786552686.369,879.0,799.7,736.1,2.5819,19.6201,75,5994773,52445
cattrs-partial-structuring-recovery,k3-high,run3,1,1786552596.625,1786553411.231,814.6,754.8,609.4,2.0743,16.2414,65,4723650,47113
cattrs-partial-structuring-recovery,k3-low,run3,1,1786552596.987,1786552954.799,357.8,296.6,223.3,0.7852,5.951,33,705948,14773
cattrs-partial-structuring-recovery,k3,run3,1,1786552400.687,1786553076.609,675.9,605.7,560.8,2.0801,14.9475,58,3437146,44453
cattrs-partial-structuring-recovery,k3-high,run4,1,1786552686.383,1786553410.148,723.8,661.5,531.8,1.7284,14.1729,53,2600688,33967
cattrs-partial-structuring-recovery,k3-low,run4,1,1786552802.379,1786553207.522,405.1,347.9,239.7,0.7327,6.3878,47,1154341,17837
cattrs-partial-structuring-recovery,k3,run4,1,1786552611.468,1786553589.184,977.7,917.0,846.4,2.9718,22.5603,83,7074087,67888
clack-async-autocomplete-options,k3-high,run1,0,1786552954.804,1786553398.076,443.3,361.3,231.9,0.7125,6.1815,48,2235175,34453
clack-async-autocomplete-options,k3-low,run1,1,1786553076.618,1786553464.128,387.5,303.8,174.2,0.5615,4.6436,52,1760332,24354
clack-async-autocomplete-options,k3,run1,1,1786552803.041,1786553683.650,880.6,804.3,741.0,2.566,19.7486,78,5400522,68666
clack-async-autocomplete-options,k3-high,run2,0,1786553398.084,1786553900.139,502.1,427.2,301.2,1.1669,8.028,45,1988150,33651
clack-async-autocomplete-options,k3-low,run2,0,1786553410.155,1786553754.477,344.3,269.3,155.6,0.5809,4.1479,54,1617975,18090
clack-async-autocomplete-options,k3,run2,0,1786553207.530,1786554072.430,864.9,786.3,734.8,2.8483,19.7037,62,4396959,68205
clack-async-autocomplete-options,k3-high,run3,1,1786553464.136,1786554052.379,588.2,488.8,325.7,1.2272,8.682,47,2321160,43120
clack-async-autocomplete-options,k3-low,run3,0,1786553589.199,1786553929.034,339.8,265.2,153.1,0.5672,4.08,38,1230518,20736
clack-async-autocomplete-options,k3,run3,0,1786553411.240,1786554221.459,810.2,736.8,693.9,2.9474,19.9276,53,3551754,64319
clack-async-autocomplete-options,k3-high,run4,1,1786553690.810,1786554319.271,628.5,555.8,420.1,1.9029,13.1262,44,2328149,41550
clack-async-autocomplete-options,k3-low,run4,0,1786553754.484,1786554195.150,440.7,360.1,218.1,0.8871,6.6544,50,1701468,22887
clack-async-autocomplete-options,k3,run4,1,1786553683.665,1786554675.304,991.6,917.3,871.3,4.2061,28.9046,55,4088062,73518
claude-code-by-agents-recursive-delegation,k3-high,run1,1,1786553900.147,1786554196.964,296.8,198.7,111.6,0.4817,3.5865,30,825917,16674
claude-code-by-agents-recursive-delegation,k3-low,run1,1,1786553929.040,1786554230.086,301.0,203.0,129.7,0.5988,4.2619,23,569745,12475
claude-code-by-agents-recursive-delegation,k3,run1,1,1786553797.144,1786554595.574,798.4,696.7,668.9,3.1956,22.5838,36,2039586,40644
claude-code-by-agents-recursive-delegation,k3-high,run2,0,1786554072.439,1786554418.944,346.5,292.7,200.2,1.0736,7.3109,34,1166567,25622
claude-code-by-agents-recursive-delegation,k3-low,run2,1,1786554195.159,1786554483.502,288.3,203.2,142.0,0.6753,5.187,22,586113,12751
claude-code-by-agents-recursive-delegation,k3,run2,0,1786554052.387,1786554566.108,513.7,462.8,421.0,2.1724,15.375,54,2871191,38868
claude-code-by-agents-recursive-delegation,k3-high,run3,0,1786554221.468,1786554616.059,394.6,341.0,237.1,1.1145,8.6578,42,1302844,21474
claude-code-by-agents-recursive-delegation,k3-low,run3,1,1786554230.091,1786554579.065,349.0,250.1,177.8,0.7999,6.4915,30,948290,13998
claude-code-by-agents-recursive-delegation,k3,run3,0,1786554196.971,1786554817.943,621.0,565.8,530.7,2.7178,19.3815,47,2422927,47674
